finding,feature_set,macro_f1,balanced_accuracy
atelectasis,current,0.22315605928509152,0.310997688751926
atelectasis,prior_current,0.22446737442675044,0.27659861325115565
atelectasis,delta,0.21978095626847888,0.3858243451463791
atelectasis,abs_delta,0.11884335311487629,0.14320107858243453
atelectasis,current_delta,0.22835615959140124,0.3356317411402157
atelectasis,prior_current_delta,0.2427106082847016,0.3462249614791988
atelectasis,full,0.248423145481969,0.34757318952234206
cardiomegaly,current,0.3294342376373626,0.9218390804597701
cardiomegaly,prior_current,0.3284644194756554,0.7804597701149425
cardiomegaly,delta,0.17142811089619603,0.6241379310344828
cardiomegaly,abs_delta,0.18181818181818182,0.1931034482758621
cardiomegaly,current_delta,0.3376615277154119,0.935632183908046
cardiomegaly,prior_current_delta,0.35769570986289256,0.9448275862068966
cardiomegaly,full,0.3347578347578347,0.7850574712643678
consolidation,current,0.3306563841143281,0.5626984126984127
consolidation,prior_current,0.33568655719328155,0.4626984126984127
consolidation,delta,0.19580909286791642,0.29087301587301584
consolidation,abs_delta,0.26064323111443527,0.29642857142857143
consolidation,current_delta,0.3097982594307352,0.3996031746031746
consolidation,prior_current_delta,0.2782874617737003,0.2853174603174603
consolidation,full,0.29417311891999204,0.3206349206349206
edema,current,0.28341980270369016,0.5380614657210402
edema,prior_current,0.30084233947870315,0.5475177304964539
edema,delta,0.19437142415339417,0.25342789598108745
edema,abs_delta,0.2073170731707317,0.24113475177304966
edema,current_delta,0.2809808612440191,0.4903073286052009
edema,prior_current_delta,0.264,0.3862884160756501
edema,full,0.264,0.3862884160756501
pleural_effusion,current,0.33003907865765675,0.4238119834710744
pleural_effusion,prior_current,0.3103678270689799,0.37586088154269975
pleural_effusion,delta,0.16965300863605948,0.3413395316804408
pleural_effusion,abs_delta,0.17422926617455495,0.17407024793388431
pleural_effusion,current_delta,0.34307359307359303,0.415461432506887
pleural_effusion,prior_current_delta,0.3061697375767728,0.37586088154269975
pleural_effusion,full,0.3103214088288715,0.3779269972451791
pneumonia,current,0.21926713947990545,0.4305555555555555
pneumonia,prior_current,0.25814671814671813,0.4837962962962963
pneumonia,delta,0.22916666666666669,0.3541666666666667
pneumonia,abs_delta,0.2629884070416488,0.4074074074074074
pneumonia,current_delta,0.2689930934205743,0.49074074074074076
pneumonia,prior_current_delta,0.2551580333625988,0.3912037037037037
pneumonia,full,0.26365546218487396,0.39814814814814814
pneumothorax,current,0.3056261140819964,0.481750645994832
pneumothorax,prior_current,0.3800083246922054,0.5263242894056848
pneumothorax,delta,0.19840934684684683,0.22117248062015504
pneumothorax,abs_delta,0.22596153846153844,0.2838339793281654
pneumothorax,current_delta,0.34890282131661443,0.5069444444444444
pneumothorax,prior_current_delta,0.3678873890406862,0.5205103359173127
pneumothorax,full,0.40025106494371865,0.5560400516795865
