seed,policy,threshold,coverage,abstention_rate,selective_accuracy,selective_macro_f1,error_rate_on_covered,review_rate,absent_recall,new_recall,persistent_recall,resolved_recall
42,confidence_margin,0.55,0.9493087557603687,0.05069124423963134,0.7766990291262136,0.3983614441059129,0.22330097087378642,0.3087557603686636,0.9156626506024096,0.1875,0.2,0.21052631578947367
42,confidence_margin,0.6,0.9308755760368663,0.06912442396313365,0.7920792079207921,0.4165529765019561,0.20792079207920788,0.3087557603686636,0.9325153374233128,0.1875,0.2,0.2222222222222222
42,confidence_margin,0.65,0.9124423963133641,0.08755760368663594,0.7929292929292929,0.41137761810838736,0.20707070707070707,0.31336405529953915,0.9375,0.1875,0.2,0.17647058823529413
42,confidence_margin,0.7,0.8940092165898618,0.10599078341013825,0.7989690721649485,0.4195249195249195,0.2010309278350515,0.31797235023041476,0.9426751592356688,0.2,0.2,0.17647058823529413
42,confidence_margin,0.75,0.8755760368663594,0.12442396313364056,0.8,0.3099956386632503,0.19999999999999996,0.31797235023041476,0.9487179487179487,0.2,0.0,0.06666666666666667
42,confidence_margin,0.8,0.8617511520737328,0.1382488479262673,0.8074866310160428,0.31511100687929955,0.1925133689839572,0.3317972350230415,0.9483870967741935,0.2,0.0,0.07692307692307693
42,change_sensitive,0.55,0.8294930875576036,0.17050691244239632,0.7666666666666667,0.4084482070830194,0.23333333333333328,0.3087557603686636,0.8896551724137931,0.21428571428571427,0.25,0.29411764705882354
42,change_sensitive,0.6,0.8294930875576036,0.17050691244239632,0.7666666666666667,0.4084482070830194,0.23333333333333328,0.3087557603686636,0.8896551724137931,0.21428571428571427,0.25,0.29411764705882354
42,change_sensitive,0.65,0.8248847926267281,0.17511520737327188,0.7653631284916201,0.40824295978935154,0.23463687150837986,0.31336405529953915,0.8888888888888888,0.21428571428571427,0.25,0.29411764705882354
42,change_sensitive,0.7,0.8202764976958525,0.17972350230414746,0.7640449438202247,0.4080348717026918,0.2359550561797753,0.31797235023041476,0.8881118881118881,0.21428571428571427,0.25,0.29411764705882354
